CBOE Volume and Put/Call Ratio data is provided for informational purposes only. The volume data reflected below may be based upon preliminary reported volume rather than cleared volume. CBOE makes no guarantee as to the accuracy of the data. Your use of CBOE Volume and Put/Call Ratio data is subject to the Terms and Conditions of the CBOE Website.,,,,
Date,VIX Put/Call Ratio,VIX Put Volume,VIX Call Volume,Total VIX Options Volume
8/12/2011,0.63,207895,328727,536622
8/15/2011,0.83,203598,244257,447855
8/16/2011,0.45,228500,502461,730961
8/17/2011,0.82,235210,285777,520987
8/18/2011,0.66,290818,443871,734689
8/19/2011,0.6,198004,331912,529916
8/22/2011,0.8,154681,193026,347707
8/23/2011,0.53,162733,307180,469913
8/24/2011,0.97,134281,137950,272231
8/25/2011,1.43,271796,189817,461613
8/26/2011,1.34,351519,262543,614062
8/29/2011,0.58,96687,165466,262153
8/30/2011,0.59,66722,112891,179613
8/31/2011,0.81,230851,285723,516574
9/1/2011,0.4,101831,256205,358036
9/2/2011,0.89,116525,131056,247581
9/6/2011,1.1,242936,220970,463906
9/7/2011,0.22,87503,390083,477586
9/8/2011,0.93,145596,156880,302476
9/9/2011,0.54,157084,291485,448569
9/12/2011,0.52,165308,320497,485805
9/13/2011,0.49,134841,275462,410303
9/14/2011,0.8,171991,214262,386253
9/15/2011,0.97,187078,193355,380433
9/16/2011,0.63,241882,385543,627425
9/19/2011,0.49,155622,319872,475494
9/20/2011,0.79,188525,237255,425780
9/21/2011,0.87,208804,240198,449002
9/22/2011,0.53,222117,421109,643226
9/23/2011,2.03,231935,114457,346392
9/26/2011,3.09,202994,65777,268771
9/27/2011,0.85,88722,104138,192860
9/28/2011,1.73,153019,88440,241459
9/29/2011,1.01,106287,105453,211740
9/30/2011,0.9,212568,236563,449131
10/3/2011,0.87,197791,228527,426318
10/4/2011,0.76,188400,247034,435434
10/5/2011,1.02,174674,170766,345440
10/6/2011,0.91,108893,120216,229109
10/7/2011,1.15,137770,119936,257706
10/10/2011,0.93,120197,128743,248940
10/11/2011,2.71,432469,159787,592256
10/12/2011,2.09,395450,189272,584722
10/13/2011,0.57,95052,166548,261600
10/14/2011,0.72,210156,291834,501990
10/17/2011,0.47,103875,219781,323656
10/18/2011,0.58,143504,246190,389694
10/19/2011,0.62,94273,153122,247395
10/20/2011,1.72,222557,129383,351940
10/21/2011,0.81,178786,221447,400233
10/24/2011,0.71,146822,207856,354678
10/25/2011,1.05,152487,145020,297507
10/26/2011,1.33,146258,109628,255886
10/27/2011,0.94,453900,484485,938385
10/28/2011,1.62,293322,181054,474376
10/31/2011,0.59,97845,164654,262499
11/1/2011,0.95,285321,300826,586147
11/2/2011,0.96,171304,179087,350391
11/3/2011,0.72,107466,148586,256052
11/4/2011,0.31,40476,130162,170638
11/7/2011,0.59,62330,105137,167467
11/8/2011,0.89,177913,199511,377424
11/9/2011,0.62,199745,320592,520337
11/10/2011,1.03,173357,168534,341891
11/11/2011,0.47,121243,260634,381877
11/14/2011,1.35,212944,157535,370479
11/15/2011,0.59,151714,258769,410483
11/16/2011,1.15,178049,155214,333263
11/17/2011,0.44,125539,283856,409395
11/18/2011,0.23,125906,551281,677187
11/21/2011,0.62,53666,87097,140763
11/22/2011,0.71,62193,88194,150387
11/23/2011,1.18,99125,83916,183041
11/25/2011,1,59059,58914,117973
11/28/2011,0.32,44621,139142,183763
11/29/2011,0.62,53375,86534,139909
11/30/2011,0.42,132740,314859,447599
12/1/2011,0.72,130704,180636,311340
12/2/2011,0.61,139526,228624,368150
12/5/2011,0.45,69469,152778,222247
12/6/2011,0.13,31237,235220,266457
12/7/2011,0.56,81464,144851,226315
12/8/2011,0.55,74598,134558,209156
12/9/2011,1.49,192107,128773,320880
12/12/2011,0.74,105515,142978,248493
12/13/2011,1.18,173267,146971,320238
12/14/2011,0.29,62871,214234,277105
12/15/2011,1.16,144527,124791,269318
12/16/2011,0.97,212172,219207,431379
12/19/2011,0.5,89033,179795,268828
12/20/2011,1.12,195841,175119,370960
12/21/2011,0.58,123213,213014,336227
12/22/2011,0.47,79663,169665,249328
12/23/2011,0.51,36717,71353,108070
12/27/2011,0.35,14798,42351,57149
12/28/2011,0.23,36536,157112,193648
12/29/2011,0.51,14282,27987,42269
12/30/2011,0.89,30541,34192,64733
1/3/2012,0.26,57791,222451,280242
1/4/2012,0.68,120502,176896,297398
1/5/2012,0.52,144189,279764,423953
1/6/2012,1.67,284698,170540,455238
1/9/2012,0.7,86497,124037,210534
1/10/2012,0.6,190516,317490,508006
1/11/2012,0.49,67570,138995,206565
1/12/2012,0.78,169223,217565,386788
1/13/2012,0.13,84475,661152,745627
1/17/2012,0.97,198698,203883,402581
1/18/2012,0.44,132684,300060,432744
1/19/2012,0.92,220802,240287,461089
1/20/2012,0.87,215989,249444,465433
1/23/2012,1.32,265456,200779,466235
1/24/2012,0.34,68253,199167,267420
1/25/2012,0.2,77215,386257,463472
1/26/2012,0.72,129109,179875,308984
1/27/2012,0.45,65699,144713,210412
1/30/2012,0.36,47972,134559,182531
1/31/2012,0.57,84907,148275,233182
2/1/2012,0.33,108096,326251,434347
2/2/2012,0.96,191224,200050,391274
2/3/2012,0.43,188092,433911,622003
2/6/2012,0.64,107586,167877,275463
2/7/2012,0.22,134888,604790,739678
2/8/2012,0.67,207442,311266,518708
2/9/2012,0.69,116980,168511,285491
2/10/2012,0.51,216696,426980,643676
2/13/2012,0.73,176730,241843,418573
2/14/2012,0.94,300861,321586,622447
2/15/2012,0.33,106518,318519,425037
2/16/2012,0.9,235462,262538,498000
2/17/2012,0.49,115054,232538,347592
2/21/2012,0.64,157471,245930,403401
2/22/2012,0.48,166642,346162,512804
2/23/2012,0.63,199123,314398,513521
2/24/2012,1.22,216153,176905,393058
2/27/2012,0.29,62253,217424,279677
2/28/2012,0.55,75986,139342,215328
2/29/2012,1.28,301320,236055,537375
3/1/2012,0.76,103079,136063,239142
3/2/2012,0.71,203548,286536,490084
3/5/2012,0.4,74016,185560,259576
3/6/2012,0.78,184048,234658,418706
3/7/2012,1.07,206418,193200,399618
3/8/2012,0.78,135779,173405,309184
3/9/2012,1.38,273264,198286,471550
3/12/2012,0.7,123464,176122,299586
3/13/2012,1.21,245869,203064,448933
3/14/2012,0.49,209637,425426,635063
3/15/2012,0.41,89825,219101,308926
3/16/2012,1.72,243416,141920,385336
3/19/2012,0.85,282893,330905,613798
3/20/2012,0.64,211614,329224,540838
3/21/2012,0.82,508840,619280,1128120
3/22/2012,1.25,187574,150407,337981
3/23/2012,0.96,231940,242736,474676
3/26/2012,1.23,374045,303062,677107
3/27/2012,1.1,330065,300755,630820
3/28/2012,0.75,188220,251005,439225
3/29/2012,0.79,164324,206955,371279
3/30/2012,0.47,103850,219212,323062
4/2/2012,0.59,122330,207901,330231
4/3/2012,1.55,224922,145076,369998
4/4/2012,0.62,131513,213396,344909
4/5/2012,0.72,231096,321791,552887
4/9/2012,0.67,94711,140921,235632
4/10/2012,0.4,159760,399956,559716
4/11/2012,0.68,229609,337518,567127
4/12/2012,0.94,274497,293383,567880
4/13/2012,0.43,163403,384091,547494
4/16/2012,0.95,215144,226921,442065
4/17/2012,0.6,252910,420894,673804
4/18/2012,0.43,130614,300979,431593
4/19/2012,0.6,113269,188739,302008
4/20/2012,0.24,58217,240402,298619
4/23/2012,0.48,62200,129279,191479
4/24/2012,0.43,75443,175968,251411
4/25/2012,0.76,124950,163524,288474
4/26/2012,0.39,96863,246482,343345
4/27/2012,0.38,74690,196125,270815
4/30/2012,0.54,200811,372065,572876
5/1/2012,0.92,215070,232698,447768
5/2/2012,0.25,78038,310189,388227
5/3/2012,0.6,136625,227576,364201
5/4/2012,0.36,90882,250258,341140
5/7/2012,0.32,77078,237747,314825
5/8/2012,0.58,170164,291341,461505
5/9/2012,0.6,156097,259017,415114
5/10/2012,0.81,137039,168573,305612
5/11/2012,0.65,122124,186746,308870
5/14/2012,0.52,174040,337113,511153
5/15/2012,0.41,199834,482306,682140
5/16/2012,0.23,130017,572769,702786
5/17/2012,0.57,156993,275163,432156
5/18/2012,0.67,221109,331551,552660
5/21/2012,0.66,177287,268807,446094
5/22/2012,0.65,213956,331656,545612
5/23/2012,0.37,130404,349136,479540
5/24/2012,0.58,261899,453386,715285
5/25/2012,1.64,240597,146438,387035
5/29/2012,0.49,107535,220053,327588
5/30/2012,0.18,42026,236009,278035
5/31/2012,0.42,130123,309376,439499
6/1/2012,0.28,95012,344495,439507
6/4/2012,0.32,105720,326677,432397
6/5/2012,0.46,95147,206820,301967
6/6/2012,0.69,263208,378747,641955
6/7/2012,0.66,247800,376183,623983
6/8/2012,0.4,93308,234616,327924
6/11/2012,0.25,106099,432040,538139
6/12/2012,0.72,139189,192778,331967
6/13/2012,0.85,137537,161190,298727
6/14/2012,0.65,174864,267014,441878
6/15/2012,1.23,376689,306314,683003
6/18/2012,1.3,450941,347319,798260
6/19/2012,0.85,381318,450526,831844
6/20/2012,0.29,102535,350754,453289
6/21/2012,0.53,144687,272308,416995
6/22/2012,0.51,72743,143619,216362
6/25/2012,0.83,118976,142544,261520
6/26/2012,0.65,81168,125117,206285
6/27/2012,0.73,72938,99415,172353
6/28/2012,0.15,35879,241628,277507
6/29/2012,0.85,182156,215490,397646
7/2/2012,0.8,129608,162535,292143
7/3/2012,0.88,134192,152998,287190
7/5/2012,0.3,71122,239664,310786
7/6/2012,0.3,53075,174822,227897
7/9/2012,0.43,112544,260619,373163
7/10/2012,0.44,96432,220760,317192
7/11/2012,0.38,115955,305867,421822
7/12/2012,0.73,321317,439697,761014
7/13/2012,1.15,202804,175846,378650
7/16/2012,0.57,98431,173878,272309
7/17/2012,0.48,195174,410379,605553
7/18/2012,0.41,184926,455238,640164
07/19/2012, 0.31, 108069, 354141, 462210
07/20/2012, 0.25, 66321, 267523, 333844
07/23/2012, 0.27, 68808, 258692, 327500
07/24/2012, 0.19, 72199, 374559, 446758
07/25/2012, 0.31, 74891, 240818, 315709
07/26/2012, 0.62, 72169, 116543, 188712
07/27/2012, 0.72, 124484, 172597, 297081
07/30/2012, 0.29, 58478, 200397, 258875
07/31/2012, 0.43, 50642, 116483, 167125
08/01/2012, 1.09, 103852, 95279, 199131
08/02/2012, 0.61, 97990, 160462, 258452
08/03/2012, 0.93, 282072, 303946, 586018
08/06/2012, 0.57, 290675, 506019, 796694
08/07/2012, 0.32, 65590, 204941, 270531
08/08/2012, 0.29, 52194, 178880, 231074
08/09/2012, 0.55, 127669, 231730, 359399
08/10/2012, 0.56, 72810, 130767, 203577
08/13/2012, 0.32, 155244, 488597, 643841
08/14/2012, 0.56, 163920, 293445, 457365
08/15/2012, 0.22, 57083, 260952, 318035
08/16/2012, 0.76, 204091, 268073, 472164
08/17/2012, 0.53, 154424, 292313, 446737
08/20/2012, 0.83, 163713, 198226, 361939
08/21/2012, 0.61, 178124, 293519, 471643
08/22/2012, 0.64, 259370, 406310, 665680
08/23/2012, 0.60, 121861, 204278, 326139
08/24/2012, 0.31, 60569, 194729, 255298
08/27/2012, 0.44, 60928, 139035, 199963
08/28/2012, 0.44, 57715, 129948, 187663
08/29/2012, 0.52, 81052, 154972, 236024
08/30/2012, 0.82, 134768, 165027, 299795
08/31/2012, 0.92, 116239, 126494, 242733
09/04/2012, 0.74, 108451, 147317, 255768
09/05/2012, 0.36, 87510, 243054, 330564
09/06/2012, 0.87, 315652, 361210, 676862
09/07/2012, 0.54, 369211, 679567, 1048778
09/10/2012, 0.20, 97804, 494132, 591936
09/11/2012, 0.47, 392015, 829388, 1221403
09/12/2012, 0.40, 156046, 390397, 546443
09/13/2012, 0.74, 287214, 385815, 673029
09/14/2012, 0.73, 255680, 350376, 606056
09/17/2012, 1.00, 163282, 163300, 326582
09/18/2012, 0.84, 245770, 294126, 539896
09/19/2012, 0.27, 167038, 618995, 786033
09/20/2012, 0.32, 128242, 400077, 528319
09/21/2012, 0.42, 118508, 281500, 400008
09/24/2012, 0.26, 79431, 305062, 384493
09/25/2012, 0.53, 175426, 328016, 503442
09/26/2012, 0.50, 173932, 349229, 523161
09/27/2012, 0.37, 103678, 277970, 381648
09/28/2012, 0.27, 111151, 418235, 529386
10/01/2012, 0.42, 83797, 197645, 281442
10/02/2012, 0.48, 78759, 163739, 242498
10/03/2012, 0.67, 192849, 286760, 479609
10/04/2012, 0.48, 93779, 194692, 288471
10/05/2012, 0.38, 127659, 331823, 459482
10/08/2012, 0.82, 119340, 144961, 264301
10/09/2012, 0.55, 173806, 317137, 490943
10/10/2012, 0.49, 188005, 384853, 572858
10/11/2012, 0.42, 108230, 255185, 363415
10/12/2012, 0.53, 155160, 291906, 447066
10/15/2012, 0.23, 115764, 502472, 618236
10/16/2012, 0.64, 236680, 372275, 608955
10/17/2012, 0.40, 326904, 826439, 1153343
10/18/2012, 0.44, 189723, 434423, 624146
10/19/2012, 0.60, 185931, 308043, 493974
10/22/2012, 0.37, 80988, 216282, 297270
10/23/2012, 0.56, 165073, 294276, 459349
10/24/2012, 0.34, 71036, 206582, 277618
10/25/2012, 0.19, 105364, 553777, 659141
10/26/2012, 0.56, 61421, 110301, 171722
10/31/2012, 0.50, 123101, 246723, 369824
11/01/2012, 0.63, 135649, 216292, 351941
11/02/2012, 0.27, 118271, 446142, 564413
11/05/2012, 0.48, 137555, 285303, 422858
11/06/2012, 0.49, 100923, 205195, 306118
11/07/2012, 0.61, 133120, 216567, 349687
11/08/2012, 0.41, 91847, 225558, 317405
11/09/2012, 0.44, 93181, 212155, 305336
11/12/2012, 0.65, 193646, 296916, 490562
11/13/2012, 0.25, 150776, 598965, 749741
11/14/2012, 0.34, 132036, 384507, 516543
11/15/2012, 0.47, 146736, 312072, 458808
11/16/2012, 0.41, 185732, 447903, 633635
11/19/2012, 0.57, 406805, 707825, 1114630
11/20/2012, 1.47, 375892, 256401, 632293
11/21/2012, 0.54, 264119, 491583, 755702
11/23/2012, 0.64, 101916, 158701, 260617
11/26/2012, 0.21, 164201, 776573, 940774
11/27/2012, 0.55, 196397, 358908, 555305
11/28/2012, 0.44, 106340, 241954, 348294
11/29/2012, 0.92, 354294, 386966, 741260
11/30/2012, 0.69, 117294, 170899, 288193
12/03/2012, 0.35, 165586, 475641, 641227
12/04/2012, 0.43, 118696, 277128, 395824
12/05/2012, 0.40, 105359, 261188, 366547
12/06/2012, 0.69, 108379, 157796, 266175
12/07/2012, 0.34, 125248, 372214, 497462
12/10/2012, 0.48, 126439, 263419, 389858
12/11/2012, 0.44, 143180, 327174, 470354
12/12/2012, 0.98, 295912, 302469, 598381
12/13/2012, 0.57, 186670, 327572, 514242
12/14/2012, 0.53, 196529, 371073, 567602
12/17/2012, 0.43, 110485, 255492, 365977
12/18/2012, 0.81, 376300, 464718, 841018
12/19/2012, 0.47, 165623, 354488, 520111
12/20/2012, 0.59, 201354, 339180, 540534
12/21/2012, 0.73, 215936, 296330, 512266
12/24/2012, 0.46, 27461, 59304, 86765
12/26/2012, 0.60, 64075, 107361, 171436
12/27/2012, 0.79, 272606, 344683, 617289
12/28/2012, 0.87, 221619, 254480, 476099
12/31/2012, 0.71, 321185, 452485, 773670
01/02/2013, 0.87, 450882, 520210, 971092
01/03/2013, 0.80, 377259, 474415, 851674
01/04/2013, 0.55, 239099, 434221, 673320
01/07/2013, 0.68, 323353, 474970, 798323
01/08/2013, 0.38, 202399, 538688, 741087
01/09/2013, 0.59, 215517, 364032, 579549
01/10/2013, 0.31, 148807, 482447, 631254
01/11/2013, 0.17, 120612, 709584, 830196
01/14/2013, 0.46, 149268, 324811, 474079
01/15/2013, 0.88, 351125, 399149, 750274
01/16/2013, 0.35, 221285, 637523, 858808
01/17/2013, 0.45, 168432, 374942, 543374
01/18/2013, 0.38, 220504, 586488, 806992
01/22/2013, 0.79, 377522, 479681, 857203
01/23/2013, 0.51, 254512, 495233, 749745
01/24/2013, 0.43, 255091, 590832, 845923
01/25/2013, 0.46, 123295, 265335, 388630
01/28/2013, 0.46, 93110, 203560, 296670
01/29/2013, 0.51, 138366, 269813, 408179
01/30/2013, 0.45, 152090, 334553, 486643
01/31/2013, 0.34, 188146, 548849, 736995
02/01/2013, 0.42, 145687, 345170, 490857
02/04/2013, 0.80, 163226, 203038, 366264
02/05/2013, 0.31, 79866, 255118, 334984
02/06/2013, 0.87, 212747, 244647, 457394
02/07/2013, 0.52, 98795, 190138, 288933
02/08/2013, 0.64, 147576, 229736, 377312
02/11/2013, 0.58, 92118, 158117, 250235
02/12/2013, 0.75, 300258, 400278, 700536
02/13/2013, 0.26, 153456, 594100, 747556
02/14/2013, 0.28, 140156, 499504, 639660
02/15/2013, 0.35, 110091, 318106, 428197
02/19/2013, 0.76, 243000, 320925, 563925
02/20/2013, 0.50, 209608, 416369, 625977
02/21/2013, 0.83, 334473, 404066, 738539
02/22/2013, 0.63, 137824, 220073, 357897
02/25/2013, 0.49, 211740, 435809, 647549
02/26/2013, 0.47, 446187, 944400, 1390587
02/27/2013, 0.74, 297328, 400560, 697888
02/28/2013, 0.40, 117845, 295625, 413470
03/01/2013, 0.53, 175957, 331849, 507806
03/04/2013, 0.65, 125541, 194391, 319932
03/05/2013, 0.50, 105080, 210115, 315195
03/06/2013, 0.26, 124579, 483115, 607694
03/07/2013, 0.60, 92558, 153561, 246119
03/08/2013, 0.61, 284145, 462358, 746503
03/11/2013, 0.76, 317238, 415472, 732710
03/12/2013, 0.57, 167057, 292749, 459806
03/13/2013, 0.32, 130621, 407259, 537880
03/14/2013, 0.40, 252163, 630418, 882581
03/15/2013, 0.42, 140649, 334696, 475345
03/18/2013, 0.54, 323172, 602387, 925559
03/19/2013, 0.45, 432741, 959880, 1392621
03/20/2013, 0.24, 263178, 1086217, 1349395
03/21/2013, 0.27, 166928, 608947, 775875
03/22/2013, 0.41, 253599, 617291, 870890
03/25/2013, 0.27, 179948, 670051, 849999
03/26/2013, 0.30, 117691, 385922, 503613
03/27/2013, 0.31, 108367, 347256, 455623
03/28/2013, 0.25, 60887, 245939, 306826
04/01/2013, 0.31, 58216, 189323, 247539
04/02/2013, 0.36, 153965, 426261, 580226
04/03/2013, 0.56, 200940, 358260, 559200
04/04/2013, 0.84, 261413, 310644, 572057
04/05/2013, 0.38, 142315, 376613, 518928
04/08/2013, 0.50, 122452, 246709, 369161
04/09/2013, 0.17, 121994, 715929, 837923
04/10/2013, 0.57, 208587, 364483, 573070
04/11/2013, 0.34, 118353, 344571, 462924
04/12/2013, 0.77, 228091, 296677, 524768
04/15/2013, 0.48, 450898, 940375, 1391273
04/16/2013, 0.41, 338307, 817483, 1155790
04/17/2013, 0.54, 335528, 622723, 958251
04/18/2013, 0.85, 329250, 385409, 714659
04/19/2013, 0.61, 136560, 223493, 360053
04/22/2013, 0.44, 79547, 180147, 259694
04/23/2013, 0.61, 230974, 380598, 611572
04/24/2013, 0.39, 133040, 342255, 475295
04/25/2013, 0.70, 103321, 147845, 251166
04/26/2013, 0.30, 60749, 202808, 263557
04/29/2013, 0.46, 70853, 153560, 224413
04/30/2013, 0.32, 108306, 341451, 449757
05/01/2013, 0.38, 81688, 216033, 297721
05/02/2013, 0.36, 121504, 336483, 457987
05/03/2013, 0.61, 138239, 227456, 365695
05/06/2013, 0.58, 146309, 251890, 398199
05/07/2013, 0.84, 152713, 180867, 333580
05/08/2013, 0.52, 105872, 203739, 309611
05/09/2013, 0.50, 133747, 265462, 399209
05/10/2013, 0.11, 70488, 626757, 697245
05/13/2013, 0.43, 78453, 181366, 259819
05/14/2013, 0.78, 153004, 196564, 349568
05/15/2013, 0.37, 166057, 450384, 616441
05/16/2013, 1.10, 255510, 231520, 487030
05/17/2013, 0.54, 279218, 518518, 797736
05/20/2013, 0.51, 205243, 406339, 611582
05/21/2013, 0.61, 359135, 589955, 949090
05/22/2013, 0.56, 282821, 505918, 788739
05/23/2013, 0.41, 159858, 389592, 549450
05/24/2013, 1.12, 213648, 191593, 405241
05/28/2013, 0.61, 156373, 254441, 410814
05/29/2013, 0.29, 142191, 488070, 630261
05/30/2013, 0.33, 77287, 234010, 311297
05/31/2013, 0.75, 169299, 224818, 394117
06/03/2013, 0.64, 232551, 364234, 596785
06/04/2013, 0.99, 213083, 215758, 428841
06/05/2013, 0.91, 343597, 376595, 720192
06/06/2013, 1.04, 370357, 354899, 725256
06/07/2013, 0.78, 249850, 318531, 568381
06/10/2013, 0.75, 208736, 276626, 485362
06/11/2013, 0.37, 196304, 531988, 728292
06/12/2013, 0.61, 259883, 428533, 688416
06/13/2013, 0.77, 290757, 377136, 667893
06/14/2013, 0.98, 354484, 361653, 716137
06/17/2013, 0.75, 357204, 474428, 831632
06/18/2013, 0.61, 262402, 426805, 689207
06/19/2013, 0.67, 310286, 464077, 774363
06/20/2013, 0.64, 297690, 468393, 766083
06/21/2013, 0.66, 196333, 297559, 493892
06/24/2013, 0.75, 141010, 188897, 329907
06/25/2013, 1.02, 197564, 193297, 390861
06/26/2013, 0.27, 106638, 395966, 502604
06/27/2013, 0.58, 169395, 293049, 462444
06/28/2013, 0.75, 163334, 216486, 379820
07/01/2013, 0.49, 133500, 273419, 406919
07/02/2013, 0.88, 129897, 147010, 276907
07/03/2013, 0.82, 110247, 133877, 244124
07/05/2013, 0.81, 159677, 197553, 357230
07/08/2013, 0.65, 391067, 602527, 993594
07/09/2013, 0.84, 347191, 411138, 758329
07/10/2013, 0.65, 197361, 305223, 502584
07/11/2013, 1.73, 341573, 197568, 539141
07/12/2013, 0.24, 121142, 502989, 624131
07/15/2013, 0.70, 299173, 429048, 728221
07/16/2013, 0.68, 257252, 379560, 636812
07/17/2013, 0.66, 247413, 372787, 620200
07/18/2013, 0.50, 209266, 418299, 627565
07/19/2013, 0.45, 122005, 271844, 393849
07/22/2013, 0.43, 67334, 158335, 225669
07/23/2013, 0.51, 131320, 255172, 386492
07/24/2013, 0.48, 80072, 165239, 245311
07/25/2013, 0.75, 155417, 207430, 362847
07/26/2013, 0.52, 99064, 191591, 290655
07/29/2013, 0.31, 43051, 137763, 180814
07/30/2013, 0.34, 69166, 201856, 271022
07/31/2013, 0.59, 211656, 360803, 572459
08/01/2013, 0.64, 147873, 229838, 377711
08/02/2013, 0.59, 202096, 340687, 542783
08/05/2013, 0.52, 173336, 334984, 508320
08/06/2013, 0.20, 229155, 1122022, 1351177
08/07/2013, 0.62, 187991, 305505, 493496
08/08/2013, 0.43, 153169, 355111, 508280
08/09/2013, 0.28, 58409, 205056, 263465
08/12/2013, 0.32, 90680, 280661, 371341
08/13/2013, 0.56, 186298, 331556, 517854
08/14/2013, 0.35, 122040, 348415, 470455
08/15/2013, 0.39, 284110, 721773, 1005883
08/16/2013, 0.37, 160662, 434777, 595439
08/19/2013, 0.93, 285181, 308101, 593282
08/20/2013, 0.36, 201556, 560788, 762344
08/21/2013, 0.30, 210299, 705327, 915626
08/22/2013, 0.30, 63939, 214742, 278681
08/23/2013, 0.26, 45621, 173490, 219111
08/26/2013, 0.57, 144127, 252367, 396494
08/27/2013, 0.75, 278196, 369623, 647819
08/28/2013, 0.77, 161242, 209258, 370500
08/29/2013, 0.50, 134587, 269240, 403827
08/30/2013, 0.40, 112984, 281918, 394902
09/03/2013, 0.27, 139513, 508851, 648364
09/04/2013, 0.27, 126208, 462173, 588381
09/05/2013, 0.32, 92423, 287606, 380029
09/06/2013, 0.49, 140244, 283886, 424130
09/09/2013, 0.24, 112084, 470099, 582183
09/10/2013, 0.22, 143281, 656941, 800222
09/11/2013, 0.68, 241652, 354634, 596286
09/12/2013, 0.29, 119137, 413339, 532476
09/13/2013, 0.31, 121995, 397753, 519748
09/16/2013, 0.57, 131990, 230139, 362129
09/17/2013, 0.52, 295999, 574508, 870507
09/18/2013, 0.72, 331478, 461742, 793220
09/19/2013, 0.37, 128374, 345229, 473603
09/20/2013, 0.68, 223170, 325995, 549165
09/23/2013, 0.55, 123713, 225404, 349117
09/24/2013, 0.74, 167486, 226023, 393509
09/25/2013, 0.46, 115050, 251697, 366747
09/26/2013, 0.30, 65174, 214965, 280139
09/27/2013, 0.37, 170476, 466838, 637314
09/30/2013, 0.46, 261155, 569509, 830664
10/01/2013, 0.40, 160200, 401122, 561322
10/02/2013, 0.35, 221913, 637051, 858964
10/03/2013, 0.63, 533978, 846487, 1380465
10/04/2013, 0.66, 323297, 488684, 811981
10/07/2013, 0.46, 203215, 442435, 645650
10/08/2013, 0.56, 639100, 1143229, 1782329
10/09/2013, 0.79, 616502, 779844, 1396346
10/10/2013, 0.59, 445421, 757242, 1202663
10/11/2013, 0.50, 202667, 401680, 604347
10/14/2013, 0.66, 329304, 501132, 830436
10/15/2013, 0.52, 382159, 732099, 1114258
10/16/2013, 0.65, 489178, 752563, 1241741
10/17/2013, 0.63, 325736, 513014, 838750
10/18/2013, 0.42, 318354, 761140, 1079494
10/21/2013, 0.67, 137851, 206688, 344539
10/22/2013, 0.79, 126245, 159373, 285618
10/23/2013, 0.58, 112216, 192247, 304463
10/24/2013, 0.52, 84960, 162829, 247789
10/25/2013, 0.80, 87497, 109574, 197071
10/28/2013, 0.20, 26353, 135083, 161436
10/29/2013, 0.56, 156820, 280511, 437331
10/30/2013, 0.53, 136022, 256656, 392678
10/31/2013, 0.80, 116161, 144954, 261115
11/01/2013, 0.17, 28959, 171443, 200402
11/04/2013, 0.36, 126349, 353383, 479732
11/05/2013, 0.33, 129351, 388453, 517804
11/06/2013, 0.73, 155217, 211767, 366984
11/07/2013, 0.23, 125826, 542144, 667970
11/08/2013, 0.37, 74048, 198471, 272519
11/11/2013, 0.60, 124822, 209029, 333851
11/12/2013, 0.57, 101353, 176817, 278170
11/13/2013, 0.32, 114591, 353935, 468526
11/14/2013, 0.80, 340004, 425507, 765511
11/15/2013, 0.52, 168871, 323393, 492264
11/18/2013, 0.54, 239705, 442086, 681791
11/19/2013, 0.37, 238308, 637692, 876000
11/20/2013, 0.43, 198028, 463128, 661156
11/21/2013, 0.71, 327246, 463861, 791107
11/22/2013, 1.43, 380983, 266830, 647813
11/25/2013, 0.51, 93395, 183419, 276814
11/26/2013, 0.17, 43780, 257866, 301646
11/27/2013, 0.33, 76928, 235943, 312871
11/29/2013, 0.66, 36171, 54506, 90677
12/02/2013, 0.31, 102545, 325830, 428375
12/03/2013, 0.45, 170066, 380371, 550437
12/04/2013, 0.54, 127705, 238192, 365897
12/05/2013, 0.46, 112128, 244017, 356145
12/06/2013, 0.47, 110738, 234507, 345245
12/09/2013, 1.33, 169796, 127191, 296987
12/10/2013, 0.32, 88044, 279099, 367143
12/11/2013, 0.82, 288175, 353563, 641738
12/12/2013, 0.28, 149894, 528501, 678395
12/13/2013, 0.39, 158875, 402533, 561408
12/16/2013, 0.38, 156309, 407149, 563458
12/17/2013, 0.72, 332035, 462538, 794573
12/18/2013, 0.46, 208870, 451106, 659976
12/19/2013, 0.47, 230532, 487299, 717831
12/20/2013, 0.31, 122165, 399573, 521738
12/23/2013, 0.23, 87891, 377547, 465438
12/24/2013, 0.22, 68926, 314590, 383516
12/26/2013, 0.35, 124794, 358689, 483483
12/27/2013, 0.23, 56547, 243085, 299632
12/30/2013, 0.28, 112183, 398664, 510847
12/31/2013, 0.28, 83394, 298000, 381394
01/02/2014, 0.28, 75987, 269163, 345150
01/03/2014, 0.40, 65354, 164089, 229443
01/06/2014, 0.27, 118157, 431023, 549180
01/07/2014, 0.29, 130813, 448379, 579192
01/08/2014, 0.28, 108599, 381371, 489970
01/09/2014, 0.37, 277950, 753695, 1031645
01/10/2014, 0.39, 131269, 338280, 469549
01/13/2014, 0.26, 241979, 936474, 1178453
01/14/2014, 0.37, 203085, 550930, 754015
01/15/2014, 0.28, 88688, 322396, 411084
01/16/2014, 0.22, 86691, 402437, 489128
01/17/2014, 0.28, 228637, 816323, 1044960
01/21/2014, 0.41, 236764, 583465, 820229
01/22/2014, 0.48, 267343, 552531, 819874
